Source,Target,Weight
Shikinagi_2434,ReimuEndou,0.0453
Shikinagi_2434,MillieParfait,0.0381
Shikinagi_2434,ike_eveland,0.0085
Shikinagi_2434,Mysta_Rias,0.0068
Shikinagi_2434,Vox_Akuma,0.0052
Shikinagi_2434,luca_kaneshiro,0.0074
Shikinagi_2434,shu_yamino,0.0075
Shikinagi_2434,alban_knox,0.0131
Shikinagi_2434,Yugo_Asuma,0.0244
Shikinagi_2434,Fulgur_Ovid,0.0275
Shikinagi_2434,sonny_brisko,0.0164
Shikinagi_2434,uki_violeta,0.0114
Shikinagi_2434,KyoKanek0,0.0154
Shikinagi_2434,MariaMari0nette,0.027
Shikinagi_2434,AsterArcadia,0.017
Shikinagi_2434,AiaAmare,0.0351
Shikinagi_2434,RenZott0,0.0053
Shikinagi_2434,ScarleYonaguni,0.0308
Shikinagi_2434,riku_tazumi,0.0289
Shikinagi_2434,VTA_ANYCOLOR,0.039
Shikinagi_2434,Taka_Radjiman,0.0582
Shikinagi_2434,ZEA_Cornelia,0.0391
Shikinagi_2434,Hana_Macchia,0.0469
Shikinagi_2434,Rai_Galilei,0.0384
Shikinagi_2434,AmiciaMichella,0.0417
Shikinagi_2434,MiyuOttavia,0.0393
Shikinagi_2434,RiksaDhirendra,0.0427
Shikinagi_2434,Azura_Cecillia,0.0319
Shikinagi_2434,Nara_Haramaung,0.0463
Shikinagi_2434,LaylaAlstro2434,0.052
Shikinagi_2434,Etna_Crimson,0.041
Shikinagi_2434,bobon_pranaja,0.0708
Shikinagi_2434,SiskaLeontyne,0.0402
Shikinagi_2434,NagisaArcinia,0.0412
Shikinagi_2434,DeremKado,0.0445
Shikinagi_2434,RezaAvanluna,0.0555
Shikinagi_2434,HyonaElatiora,0.0468
Shikinagi_2434,Xia_Ekavira,0.0458
Shikinagi_2434,MikaMelatika,0.0599
Shikinagi_2434,Wiffy2434,0.0106
Shikinagi_2434,YuyaShin2434,0.0094
Shikinagi_2434,SuhaMin2434,0.1168
Shikinagi_2434,Gaon2434,0.0537
Shikinagi_2434,KaenVtuber,0.0083
Shikinagi_2434,LOROU_vtuber,0.0058
Shikinagi_2434,HanChiho2434,0.0197
Shikinagi_2434,VtuberHakuRen,0.0123
Shikinagi_2434,NagiSo2434,0.0655
Shikinagi_2434,AraChae2434,0.0125
Shikinagi_2434,SiuLee2434,0.0143
Shikinagi_2434,BoraNun2434,0.0126
Shikinagi_2434,RayAkira2434,0.0575
Shikinagi_2434,RohaLee2434,0.0575
Shikinagi_2434,NariYang2434,0.1027
Shikinagi_2434,HariRyu2434,0.0592
Shikinagi_2434,KiruShin2434,0.0147
Shikinagi_2434,JiyuOh2434,0.0801
Shikinagi_2434,Seffyna2434,0.0964
Shikinagi_2434,SongMia2434,0.014
Shikinagi_2434,BanHada2434,0.0696
Shikinagi_2434,KoYami2434,0.0145
Shikinagi_2434,HaYun2434,0.1363
Shikinagi_2434,NaSera2434,0.0782
Shikinagi_2434,LeeOn2434,0.0112
SerAph_DazZ,EliraPendora,0.0423
SerAph_DazZ,PomuRainpuff,0.0455
SerAph_DazZ,FinanaRyugu,0.0501
SerAph_DazZ,Selen_Tatsuki,0.0331
SerAph_DazZ,Rosemi_Lovelock,0.052
SerAph_DazZ,Petra_Gurin,0.0507
SerAph_DazZ,EnnaAlouette,0.0364
SerAph_DazZ,NinaKosaka,0.0428
SerAph_DazZ,ReimuEndou,0.0499
SerAph_DazZ,MillieParfait,0.0422
SerAph_DazZ,ike_eveland,0.0081
SerAph_DazZ,Mysta_Rias,0.007
SerAph_DazZ,Vox_Akuma,0.0058
SerAph_DazZ,luca_kaneshiro,0.0077
SerAph_DazZ,shu_yamino,0.0082
SerAph_DazZ,alban_knox,0.0134
SerAph_DazZ,Yugo_Asuma,0.0263
SerAph_DazZ,Fulgur_Ovid,0.0289
SerAph_DazZ,sonny_brisko,0.0151
SerAph_DazZ,uki_violeta,0.0117
SerAph_DazZ,KyoKanek0,0.0169
SerAph_DazZ,MariaMari0nette,0.0281
SerAph_DazZ,AsterArcadia,0.0171
SerAph_DazZ,AiaAmare,0.0378
SerAph_DazZ,RenZott0,0.0052
SerAph_DazZ,ScarleYonaguni,0.0325
SerAph_DazZ,riku_tazumi,0.0275
SerAph_DazZ,VTA_ANYCOLOR,0.0414
SerAph_DazZ,Taka_Radjiman,0.0529
SerAph_DazZ,ZEA_Cornelia,0.0358
SerAph_DazZ,Hana_Macchia,0.0423
SerAph_DazZ,Rai_Galilei,0.0351
SerAph_DazZ,AmiciaMichella,0.0384
SerAph_DazZ,MiyuOttavia,0.0353
SerAph_DazZ,RiksaDhirendra,0.0388
SerAph_DazZ,Azura_Cecillia,0.0295
SerAph_DazZ,Nara_Haramaung,0.0425
SerAph_DazZ,LaylaAlstro2434,0.0483
SerAph_DazZ,Etna_Crimson,0.0363
SerAph_DazZ,bobon_pranaja,0.0644
SerAph_DazZ,SiskaLeontyne,0.0375
SerAph_DazZ,NagisaArcinia,0.038
SerAph_DazZ,DeremKado,0.0409
SerAph_DazZ,RezaAvanluna,0.0502
SerAph_DazZ,HyonaElatiora,0.0426
SerAph_DazZ,Xia_Ekavira,0.0412
SerAph_DazZ,MikaMelatika,0.0631
SerAph_DazZ,Wiffy2434,0.011
SerAph_DazZ,YuyaShin2434,0.0102
SerAph_DazZ,SuhaMin2434,0.1223
SerAph_DazZ,Gaon2434,0.0501
SerAph_DazZ,KaenVtuber,0.0089
SerAph_DazZ,LOROU_vtuber,0.0053
SerAph_DazZ,HanChiho2434,0.0165
SerAph_DazZ,VtuberHakuRen,0.0117
SerAph_DazZ,NagiSo2434,0.0614
SerAph_DazZ,AraChae2434,0.012
SerAph_DazZ,SiuLee2434,0.0145
SerAph_DazZ,BoraNun2434,0.0134
SerAph_DazZ,RayAkira2434,0.0536
SerAph_DazZ,RohaLee2434,0.0552
SerAph_DazZ,NariYang2434,0.1016
SerAph_DazZ,HariRyu2434,0.0564
SerAph_DazZ,KiruShin2434,0.0139
SerAph_DazZ,JiyuOh2434,0.0778
SerAph_DazZ,Seffyna2434,0.0933
SerAph_DazZ,SongMia2434,0.013
SerAph_DazZ,BanHada2434,0.0631
SerAph_DazZ,KoYami2434,0.0139
SerAph_DazZ,HaYun2434,0.1326
SerAph_DazZ,NaSera2434,0.072
SerAph_DazZ,LeeOn2434,0.0112
EliraPendora,PomuRainpuff,0.4832
EliraPendora,FinanaRyugu,0.4719
EliraPendora,Selen_Tatsuki,0.5402
EliraPendora,Rosemi_Lovelock,0.4945
EliraPendora,Petra_Gurin,0.519
EliraPendora,EnnaAlouette,0.5632
EliraPendora,NinaKosaka,0.4647
EliraPendora,ReimuEndou,0.5104
EliraPendora,MillieParfait,0.5499
EliraPendora,ike_eveland,0.2441
EliraPendora,Mysta_Rias,0.2149
EliraPendora,Vox_Akuma,0.1737
EliraPendora,luca_kaneshiro,0.2227
EliraPendora,shu_yamino,0.239
EliraPendora,alban_knox,0.2707
EliraPendora,Yugo_Asuma,0.3487
EliraPendora,Fulgur_Ovid,0.3986
EliraPendora,sonny_brisko,0.312
EliraPendora,uki_violeta,0.2797
EliraPendora,KyoKanek0,0.3437
EliraPendora,MariaMari0nette,0.4012
EliraPendora,AsterArcadia,0.3472
EliraPendora,AiaAmare,0.4142
EliraPendora,RenZott0,0.2355
EliraPendora,ScarleYonaguni,0.4246
EliraPendora,riku_tazumi,0.0178
EliraPendora,VTA_ANYCOLOR,0.0125
EliraPendora,Taka_Radjiman,0.0272
EliraPendora,ZEA_Cornelia,0.0145
EliraPendora,Hana_Macchia,0.0378
EliraPendora,Rai_Galilei,0.0225
EliraPendora,AmiciaMichella,0.0256
EliraPendora,MiyuOttavia,0.0233
EliraPendora,RiksaDhirendra,0.0251
EliraPendora,Azura_Cecillia,0.0147
EliraPendora,Nara_Haramaung,0.0274
EliraPendora,LaylaAlstro2434,0.0424
EliraPendora,Etna_Crimson,0.0247
EliraPendora,bobon_pranaja,0.0836
EliraPendora,SiskaLeontyne,0.0276
EliraPendora,NagisaArcinia,0.0196
EliraPendora,DeremKado,0.0221
EliraPendora,RezaAvanluna,0.036
EliraPendora,HyonaElatiora,0.03
EliraPendora,Xia_Ekavira,0.025
EliraPendora,MikaMelatika,0.2563
EliraPendora,Wiffy2434,0.0034
EliraPendora,YuyaShin2434,0.0047
EliraPendora,SuhaMin2434,0.1476
EliraPendora,Gaon2434,0.0271
EliraPendora,KaenVtuber,0.0017
EliraPendora,LOROU_vtuber,0.0014
EliraPendora,HanChiho2434,0.008
EliraPendora,VtuberHakuRen,0.0026
EliraPendora,NagiSo2434,0.032
EliraPendora,AraChae2434,0.0037
EliraPendora,SiuLee2434,0.0057
EliraPendora,BoraNun2434,0.0068
EliraPendora,RayAkira2434,0.0269
EliraPendora,RohaLee2434,0.0287
EliraPendora,NariYang2434,0.0442
EliraPendora,HariRyu2434,0.0261
EliraPendora,KiruShin2434,0.0044
EliraPendora,JiyuOh2434,0.0408
EliraPendora,Seffyna2434,0.0519
EliraPendora,SongMia2434,0.0048
EliraPendora,BanHada2434,0.0458
EliraPendora,KoYami2434,0.0044
EliraPendora,HaYun2434,0.0628
EliraPendora,NaSera2434,0.0413
EliraPendora,LeeOn2434,0.0028
PomuRainpuff,FinanaRyugu,0.6218
PomuRainpuff,Selen_Tatsuki,0.4541
PomuRainpuff,Rosemi_Lovelock,0.6363
PomuRainpuff,Petra_Gurin,0.5366
PomuRainpuff,EnnaAlouette,0.4562
PomuRainpuff,NinaKosaka,0.4204
PomuRainpuff,ReimuEndou,0.566
PomuRainpuff,MillieParfait,0.5361
PomuRainpuff,ike_eveland,0.1858
PomuRainpuff,Mysta_Rias,0.1687
PomuRainpuff,Vox_Akuma,0.1355
PomuRainpuff,luca_kaneshiro,0.1732
PomuRainpuff,shu_yamino,0.1822
PomuRainpuff,alban_knox,0.2102
PomuRainpuff,Yugo_Asuma,0.2631
PomuRainpuff,Fulgur_Ovid,0.3186
PomuRainpuff,sonny_brisko,0.2434
PomuRainpuff,uki_violeta,0.2135
PomuRainpuff,KyoKanek0,0.286
PomuRainpuff,MariaMari0nette,0.3329
PomuRainpuff,AsterArcadia,0.2807
PomuRainpuff,AiaAmare,0.3873
PomuRainpuff,RenZott0,0.1879
PomuRainpuff,ScarleYonaguni,0.363
PomuRainpuff,riku_tazumi,0.0178
PomuRainpuff,VTA_ANYCOLOR,0.0108
PomuRainpuff,Taka_Radjiman,0.0396
PomuRainpuff,ZEA_Cornelia,0.0169
PomuRainpuff,Hana_Macchia,0.0439
PomuRainpuff,Rai_Galilei,0.0254
PomuRainpuff,AmiciaMichella,0.0278
PomuRainpuff,MiyuOttavia,0.0257
PomuRainpuff,RiksaDhirendra,0.0273
PomuRainpuff,Azura_Cecillia,0.0157
PomuRainpuff,Nara_Haramaung,0.0292
PomuRainpuff,LaylaAlstro2434,0.0549
PomuRainpuff,Etna_Crimson,0.0271
PomuRainpuff,bobon_pranaja,0.1093
PomuRainpuff,SiskaLeontyne,0.0327
PomuRainpuff,NagisaArcinia,0.0204
PomuRainpuff,DeremKado,0.0243
PomuRainpuff,RezaAvanluna,0.0436
PomuRainpuff,HyonaElatiora,0.0358
PomuRainpuff,Xia_Ekavira,0.0285
PomuRainpuff,MikaMelatika,0.3393
PomuRainpuff,Wiffy2434,0.0045
PomuRainpuff,YuyaShin2434,0.0051
PomuRainpuff,SuhaMin2434,0.1832
PomuRainpuff,Gaon2434,0.0292
PomuRainpuff,KaenVtuber,0.0028
PomuRainpuff,LOROU_vtuber,0.0019
PomuRainpuff,HanChiho2434,0.0087
PomuRainpuff,VtuberHakuRen,0.0034
PomuRainpuff,NagiSo2434,0.0328
PomuRainpuff,AraChae2434,0.0046
PomuRainpuff,SiuLee2434,0.0056
PomuRainpuff,BoraNun2434,0.0069
PomuRainpuff,RayAkira2434,0.0274
PomuRainpuff,RohaLee2434,0.0296
PomuRainpuff,NariYang2434,0.04
PomuRainpuff,HariRyu2434,0.0266
PomuRainpuff,KiruShin2434,0.0046
PomuRainpuff,JiyuOh2434,0.0377
PomuRainpuff,Seffyna2434,0.0548
PomuRainpuff,SongMia2434,0.0049
PomuRainpuff,BanHada2434,0.0522
PomuRainpuff,KoYami2434,0.0048
PomuRainpuff,HaYun2434,0.059
PomuRainpuff,NaSera2434,0.0412
PomuRainpuff,LeeOn2434,0.0038
FinanaRyugu,Selen_Tatsuki,0.4356
FinanaRyugu,Rosemi_Lovelock,0.594
FinanaRyugu,Petra_Gurin,0.5206
FinanaRyugu,EnnaAlouette,0.4517
FinanaRyugu,NinaKosaka,0.426
FinanaRyugu,ReimuEndou,0.5705
FinanaRyugu,MillieParfait,0.5314
FinanaRyugu,ike_eveland,0.1815
FinanaRyugu,Mysta_Rias,0.1615
FinanaRyugu,Vox_Akuma,0.132
FinanaRyugu,luca_kaneshiro,0.1665
FinanaRyugu,shu_yamino,0.1737
FinanaRyugu,alban_knox,0.2024
FinanaRyugu,Yugo_Asuma,0.2605
FinanaRyugu,Fulgur_Ovid,0.3151
FinanaRyugu,sonny_brisko,0.2368
FinanaRyugu,uki_violeta,0.2063
FinanaRyugu,KyoKanek0,0.2775
FinanaRyugu,MariaMari0nette,0.3238
FinanaRyugu,AsterArcadia,0.2775
FinanaRyugu,AiaAmare,0.3847
FinanaRyugu,RenZott0,0.1838
FinanaRyugu,ScarleYonaguni,0.3604
FinanaRyugu,riku_tazumi,0.0196
FinanaRyugu,VTA_ANYCOLOR,0.0117
FinanaRyugu,Taka_Radjiman,0.0405
FinanaRyugu,ZEA_Cornelia,0.0193
FinanaRyugu,Hana_Macchia,0.0481
FinanaRyugu,Rai_Galilei,0.0275
FinanaRyugu,AmiciaMichella,0.0315
FinanaRyugu,MiyuOttavia,0.0284
FinanaRyugu,RiksaDhirendra,0.0316
FinanaRyugu,Azura_Cecillia,0.0176
FinanaRyugu,Nara_Haramaung,0.0325
FinanaRyugu,LaylaAlstro2434,0.0576
FinanaRyugu,Etna_Crimson,0.0287
FinanaRyugu,bobon_pranaja,0.1168
FinanaRyugu,SiskaLeontyne,0.0362
FinanaRyugu,NagisaArcinia,0.0224
FinanaRyugu,DeremKado,0.0278
FinanaRyugu,RezaAvanluna,0.0477
FinanaRyugu,HyonaElatiora,0.0402
FinanaRyugu,Xia_Ekavira,0.0317
FinanaRyugu,MikaMelatika,0.3696
FinanaRyugu,Wiffy2434,0.0037
FinanaRyugu,YuyaShin2434,0.0055
FinanaRyugu,SuhaMin2434,0.194
FinanaRyugu,Gaon2434,0.0327
FinanaRyugu,KaenVtuber,0.0021
FinanaRyugu,LOROU_vtuber,0.0019
FinanaRyugu,HanChiho2434,0.009
FinanaRyugu,VtuberHakuRen,0.0031
FinanaRyugu,NagiSo2434,0.0343
FinanaRyugu,AraChae2434,0.0044
FinanaRyugu,SiuLee2434,0.0067
FinanaRyugu,BoraNun2434,0.0072
FinanaRyugu,RayAkira2434,0.0288
FinanaRyugu,RohaLee2434,0.0311
FinanaRyugu,NariYang2434,0.0425
FinanaRyugu,HariRyu2434,0.0302
FinanaRyugu,KiruShin2434,0.0043
FinanaRyugu,JiyuOh2434,0.0415
FinanaRyugu,Seffyna2434,0.0562
FinanaRyugu,SongMia2434,0.0056
FinanaRyugu,BanHada2434,0.0585
FinanaRyugu,KoYami2434,0.0049
FinanaRyugu,HaYun2434,0.06
FinanaRyugu,NaSera2434,0.0426
FinanaRyugu,LeeOn2434,0.004
Selen_Tatsuki,Rosemi_Lovelock,0.4649
Selen_Tatsuki,Petra_Gurin,0.4705
Selen_Tatsuki,EnnaAlouette,0.5213
Selen_Tatsuki,NinaKosaka,0.4166
Selen_Tatsuki,ReimuEndou,0.4597
Selen_Tatsuki,MillieParfait,0.4962
Selen_Tatsuki,ike_eveland,0.2582
Selen_Tatsuki,Mysta_Rias,0.2313
Selen_Tatsuki,Vox_Akuma,0.1898
Selen_Tatsuki,luca_kaneshiro,0.2405
Selen_Tatsuki,shu_yamino,0.2538
Selen_Tatsuki,alban_knox,0.2819
Selen_Tatsuki,Yugo_Asuma,0.3415
Selen_Tatsuki,Fulgur_Ovid,0.3984
Selen_Tatsuki,sonny_brisko,0.3215
Selen_Tatsuki,uki_violeta,0.2877
Selen_Tatsuki,KyoKanek0,0.3393
Selen_Tatsuki,MariaMari0nette,0.3922
Selen_Tatsuki,AsterArcadia,0.3367
Selen_Tatsuki,AiaAmare,0.3928
Selen_Tatsuki,RenZott0,0.2461
Selen_Tatsuki,ScarleYonaguni,0.4038
Selen_Tatsuki,riku_tazumi,0.0174
Selen_Tatsuki,VTA_ANYCOLOR,0.0119
Selen_Tatsuki,Taka_Radjiman,0.0237
Selen_Tatsuki,ZEA_Cornelia,0.0119
Selen_Tatsuki,Hana_Macchia,0.0345
Selen_Tatsuki,Rai_Galilei,0.0207
Selen_Tatsuki,AmiciaMichella,0.0247
Selen_Tatsuki,MiyuOttavia,0.0218
Selen_Tatsuki,RiksaDhirendra,0.024
Selen_Tatsuki,Azura_Cecillia,0.0141
Selen_Tatsuki,Nara_Haramaung,0.0268
Selen_Tatsuki,LaylaAlstro2434,0.041
Selen_Tatsuki,Etna_Crimson,0.0232
Selen_Tatsuki,bobon_pranaja,0.0826
Selen_Tatsuki,SiskaLeontyne,0.0261
Selen_Tatsuki,NagisaArcinia,0.018
Selen_Tatsuki,DeremKado,0.0209
Selen_Tatsuki,RezaAvanluna,0.0344
Selen_Tatsuki,HyonaElatiora,0.0293
Selen_Tatsuki,Xia_Ekavira,0.0241
Selen_Tatsuki,MikaMelatika,0.2433
Selen_Tatsuki,Wiffy2434,0.0038
Selen_Tatsuki,YuyaShin2434,0.0044
Selen_Tatsuki,SuhaMin2434,0.1413
Selen_Tatsuki,Gaon2434,0.0263
Selen_Tatsuki,KaenVtuber,0.0021
Selen_Tatsuki,LOROU_vtuber,0.0013
Selen_Tatsuki,HanChiho2434,0.008
Selen_Tatsuki,VtuberHakuRen,0.0026
Selen_Tatsuki,NagiSo2434,0.0273
Selen_Tatsuki,AraChae2434,0.0031
Selen_Tatsuki,SiuLee2434,0.0053
Selen_Tatsuki,BoraNun2434,0.0069
Selen_Tatsuki,RayAkira2434,0.0243
Selen_Tatsuki,RohaLee2434,0.0257
Selen_Tatsuki,NariYang2434,0.0363
Selen_Tatsuki,HariRyu2434,0.0241
Selen_Tatsuki,KiruShin2434,0.0036
Selen_Tatsuki,JiyuOh2434,0.0346
Selen_Tatsuki,Seffyna2434,0.0495
Selen_Tatsuki,SongMia2434,0.0045
Selen_Tatsuki,BanHada2434,0.0417
Selen_Tatsuki,KoYami2434,0.0043
Selen_Tatsuki,HaYun2434,0.0524
Selen_Tatsuki,NaSera2434,0.0377
Selen_Tatsuki,LeeOn2434,0.0031
Rosemi_Lovelock,Petra_Gurin,0.5702
Rosemi_Lovelock,EnnaAlouette,0.481
Rosemi_Lovelock,NinaKosaka,0.4349
Rosemi_Lovelock,ReimuEndou,0.5834
Rosemi_Lovelock,MillieParfait,0.5632
Rosemi_Lovelock,ike_eveland,0.1933
Rosemi_Lovelock,Mysta_Rias,0.1716
Rosemi_Lovelock,Vox_Akuma,0.1398
Rosemi_Lovelock,luca_kaneshiro,0.1767
Rosemi_Lovelock,shu_yamino,0.1866
Rosemi_Lovelock,alban_knox,0.2179
Rosemi_Lovelock,Yugo_Asuma,0.2782
Rosemi_Lovelock,Fulgur_Ovid,0.3285
Rosemi_Lovelock,sonny_brisko,0.2491
Rosemi_Lovelock,uki_violeta,0.2196
Rosemi_Lovelock,KyoKanek0,0.2994
Rosemi_Lovelock,MariaMari0nette,0.3557
Rosemi_Lovelock,AsterArcadia,0.292
Rosemi_Lovelock,AiaAmare,0.4004
Rosemi_Lovelock,RenZott0,0.1977
Rosemi_Lovelock,ScarleYonaguni,0.3805
Rosemi_Lovelock,riku_tazumi,0.0194
Rosemi_Lovelock,VTA_ANYCOLOR,0.0126
Rosemi_Lovelock,Taka_Radjiman,0.0389
Rosemi_Lovelock,ZEA_Cornelia,0.0179
Rosemi_Lovelock,Hana_Macchia,0.0463
Rosemi_Lovelock,Rai_Galilei,0.0272
Rosemi_Lovelock,AmiciaMichella,0.0302
Rosemi_Lovelock,MiyuOttavia,0.0277
Rosemi_Lovelock,RiksaDhirendra,0.0302
Rosemi_Lovelock,Azura_Cecillia,0.0177
Rosemi_Lovelock,Nara_Haramaung,0.032
Rosemi_Lovelock,LaylaAlstro2434,0.056
Rosemi_Lovelock,Etna_Crimson,0.0288
Rosemi_Lovelock,bobon_pranaja,0.1113
Rosemi_Lovelock,SiskaLeontyne,0.0341
Rosemi_Lovelock,NagisaArcinia,0.0225
Rosemi_Lovelock,DeremKado,0.0273
Rosemi_Lovelock,RezaAvanluna,0.0458
Rosemi_Lovelock,HyonaElatiora,0.0371
Rosemi_Lovelock,Xia_Ekavira,0.0302
Rosemi_Lovelock,MikaMelatika,0.3444
Rosemi_Lovelock,Wiffy2434,0.0048
Rosemi_Lovelock,YuyaShin2434,0.0054
Rosemi_Lovelock,SuhaMin2434,0.1889
Rosemi_Lovelock,Gaon2434,0.0323
Rosemi_Lovelock,KaenVtuber,0.0026
Rosemi_Lovelock,LOROU_vtuber,0.0018
Rosemi_Lovelock,HanChiho2434,0.0081
Rosemi_Lovelock,VtuberHakuRen,0.0033
Rosemi_Lovelock,NagiSo2434,0.0355
Rosemi_Lovelock,AraChae2434,0.0043
Rosemi_Lovelock,SiuLee2434,0.0062
Rosemi_Lovelock,BoraNun2434,0.0071
Rosemi_Lovelock,RayAkira2434,0.0295
Rosemi_Lovelock,RohaLee2434,0.0317
Rosemi_Lovelock,NariYang2434,0.0466
Rosemi_Lovelock,HariRyu2434,0.0296
Rosemi_Lovelock,KiruShin2434,0.0045
Rosemi_Lovelock,JiyuOh2434,0.0439
Rosemi_Lovelock,Seffyna2434,0.0584
Rosemi_Lovelock,SongMia2434,0.0052
Rosemi_Lovelock,BanHada2434,0.0533
Rosemi_Lovelock,KoYami2434,0.0047
Rosemi_Lovelock,HaYun2434,0.0642
Rosemi_Lovelock,NaSera2434,0.0469
Rosemi_Lovelock,LeeOn2434,0.0038
Petra_Gurin,EnnaAlouette,0.4853
Petra_Gurin,NinaKosaka,0.4292
Petra_Gurin,ReimuEndou,0.5299
Petra_Gurin,MillieParfait,0.5722
Petra_Gurin,ike_eveland,0.2011
Petra_Gurin,Mysta_Rias,0.1819
Petra_Gurin,Vox_Akuma,0.147
Petra_Gurin,luca_kaneshiro,0.1864
Petra_Gurin,shu_yamino,0.1967
Petra_Gurin,alban_knox,0.2301
Petra_Gurin,Yugo_Asuma,0.295
Petra_Gurin,Fulgur_Ovid,0.3394
Petra_Gurin,sonny_brisko,0.2622
Petra_Gurin,uki_violeta,0.232
Petra_Gurin,KyoKanek0,0.304
Petra_Gurin,MariaMari0nette,0.3621
Petra_Gurin,AsterArcadia,0.3047
Petra_Gurin,AiaAmare,0.4033
Petra_Gurin,RenZott0,0.2039
Petra_Gurin,ScarleYonaguni,0.3883
Petra_Gurin,riku_tazumi,0.0191
Petra_Gurin,VTA_ANYCOLOR,0.0138
Petra_Gurin,Taka_Radjiman,0.0329
Petra_Gurin,ZEA_Cornelia,0.0164
Petra_Gurin,Hana_Macchia,0.0434
Petra_Gurin,Rai_Galilei,0.025
Petra_Gurin,AmiciaMichella,0.0284
Petra_Gurin,MiyuOttavia,0.026
Petra_Gurin,RiksaDhirendra,0.0274
Petra_Gurin,Azura_Cecillia,0.0164
Petra_Gurin,Nara_Haramaung,0.0292
Petra_Gurin,LaylaAlstro2434,0.0487
Petra_Gurin,Etna_Crimson,0.0271
Petra_Gurin,bobon_pranaja,0.1004
Petra_Gurin,SiskaLeontyne,0.0312
Petra_Gurin,NagisaArcinia,0.0208
Petra_Gurin,DeremKado,0.0256
Petra_Gurin,RezaAvanluna,0.0418
Petra_Gurin,HyonaElatiora,0.0346
Petra_Gurin,Xia_Ekavira,0.0277
Petra_Gurin,MikaMelatika,0.2963
Petra_Gurin,Wiffy2434,0.0038
Petra_Gurin,YuyaShin2434,0.0057
Petra_Gurin,SuhaMin2434,0.1703
Petra_Gurin,Gaon2434,0.0283
Petra_Gurin,KaenVtuber,0.0022
Petra_Gurin,LOROU_vtuber,0.0016
Petra_Gurin,HanChiho2434,0.0087
Petra_Gurin,VtuberHakuRen,0.003
Petra_Gurin,NagiSo2434,0.0345
Petra_Gurin,AraChae2434,0.0036
Petra_Gurin,SiuLee2434,0.006
Petra_Gurin,BoraNun2434,0.0073
Petra_Gurin,RayAkira2434,0.0285
Petra_Gurin,RohaLee2434,0.0316
Petra_Gurin,NariYang2434,0.0504
Petra_Gurin,HariRyu2434,0.0286
Petra_Gurin,KiruShin2434,0.0042
Petra_Gurin,JiyuOh2434,0.0424
Petra_Gurin,Seffyna2434,0.0576
Petra_Gurin,SongMia2434,0.0062
Petra_Gurin,BanHada2434,0.0515
Petra_Gurin,KoYami2434,0.0041
Petra_Gurin,HaYun2434,0.0652
Petra_Gurin,NaSera2434,0.0454
Petra_Gurin,LeeOn2434,0.0036
EnnaAlouette,NinaKosaka,0.4669
EnnaAlouette,ReimuEndou,0.5287
EnnaAlouette,MillieParfait,0.5744
EnnaAlouette,ike_eveland,0.2571
EnnaAlouette,Mysta_Rias,0.2314
EnnaAlouette,Vox_Akuma,0.1858
EnnaAlouette,luca_kaneshiro,0.2371
EnnaAlouette,shu_yamino,0.25
EnnaAlouette,alban_knox,0.2825
EnnaAlouette,Yugo_Asuma,0.3596
EnnaAlouette,Fulgur_Ovid,0.4178
EnnaAlouette,sonny_brisko,0.3276
EnnaAlouette,uki_violeta,0.2976
EnnaAlouette,KyoKanek0,0.3683
EnnaAlouette,MariaMari0nette,0.4223
EnnaAlouette,AsterArcadia,0.3676
EnnaAlouette,AiaAmare,0.4377
EnnaAlouette,RenZott0,0.2562
EnnaAlouette,ScarleYonaguni,0.448
EnnaAlouette,riku_tazumi,0.0168
EnnaAlouette,VTA_ANYCOLOR,0.012
EnnaAlouette,Taka_Radjiman,0.0282
EnnaAlouette,ZEA_Cornelia,0.016
EnnaAlouette,Hana_Macchia,0.0396
EnnaAlouette,Rai_Galilei,0.0242
EnnaAlouette,AmiciaMichella,0.0271
EnnaAlouette,MiyuOttavia,0.0248
EnnaAlouette,RiksaDhirendra,0.0267
EnnaAlouette,Azura_Cecillia,0.0162
EnnaAlouette,Nara_Haramaung,0.0284
EnnaAlouette,LaylaAlstro2434,0.0461
EnnaAlouette,Etna_Crimson,0.0261
EnnaAlouette,bobon_pranaja,0.0872
EnnaAlouette,SiskaLeontyne,0.0297
EnnaAlouette,NagisaArcinia,0.0209
EnnaAlouette,DeremKado,0.0237
EnnaAlouette,RezaAvanluna,0.0376
EnnaAlouette,HyonaElatiora,0.0334
EnnaAlouette,Xia_Ekavira,0.0283
EnnaAlouette,MikaMelatika,0.2689
EnnaAlouette,Wiffy2434,0.0053
EnnaAlouette,YuyaShin2434,0.0058
EnnaAlouette,SuhaMin2434,0.1455
EnnaAlouette,Gaon2434,0.0286
EnnaAlouette,KaenVtuber,0.0034
EnnaAlouette,LOROU_vtuber,0.0021
EnnaAlouette,HanChiho2434,0.0084
EnnaAlouette,VtuberHakuRen,0.0042
EnnaAlouette,NagiSo2434,0.03
EnnaAlouette,AraChae2434,0.0045
EnnaAlouette,SiuLee2434,0.0061
EnnaAlouette,BoraNun2434,0.0061
EnnaAlouette,RayAkira2434,0.0257
EnnaAlouette,RohaLee2434,0.0284
EnnaAlouette,NariYang2434,0.0382
EnnaAlouette,HariRyu2434,0.0264
EnnaAlouette,KiruShin2434,0.0046
EnnaAlouette,JiyuOh2434,0.0377
EnnaAlouette,Seffyna2434,0.0487
EnnaAlouette,SongMia2434,0.0059
